"ID","Player","Team","Position","RkOv","Status","Score","Ros","+/-","MIN","FGA","FG%","3PTM","3PTA","FTA","FT%","PTS","REB","AST","ST","BLK","TO"
"*049kd*","Deandre Ayton","LAL","C","143","Pingud","69.34","95%","0%","27.6","8.4",".670","0.0","0.0","1.8",".614","12.4","8.3","0.9","0.6","0.9","1.2"
"*05qsp*","Isaiah Joe","OKC","PG,SG,G","144","FA","69.24","33%","-4%","22.0","7.7",".442","2.5","6.0","1.9",".888","11.0","2.7","1.4","0.7","0.2","0.6"
"*06v88*","Maxime Raynaud","SAC","PF,F,C","145","GRÊ","69.07","76%","0%","25.7","8.8",".573","0.3","0.9","1.9",".789","11.9","7.3","1.3","0.5","0.6","1.2"
"*06mlk*","Ajay Mitchell","OKC","PG,SG,G,SF,F","146","KEILA","68.84","75%","0%","26.2","10.7",".489","1.1","3.2","3.0",".877","14.2","3.5","3.6","1.3","0.3","1.5"
"*05qtq*","Tre Jones","CHI","PG,G","147","GRÊ","68.5","70%","+1%","27.0","8.8",".544","0.6","1.9","3.2",".830","12.9","2.9","5.4","1.2","0.2","1.4"
"*05uj3*","Day'Ron Sharpe","BKN","C","148","FA","68.5","41%","-11%","18.7","5.7",".601","0.1","0.6","2.5",".678","8.7","6.7","2.3","1.1","0.4","1.7"
"*02nfz*","Draymond Green","GS","PF,F,C","149","€$¥","68.32","84%","-1%","27.1","7.4",".414","1.5","4.7","1.2",".701","8.5","5.6","5.3","0.8","0.6","2.7"
"*005ki*","Brook Lopez","LAC","C","150","FA","68.29","51%","-6%","20.9","6.8",".413","1.4","4.1","0.9",".754","7.7","3.2","1.2","0.6","1.1","0.8"
"*05y9y*","Brandon Williams","DAL","PG,G","151","FA","68.17","51%","-2%","22.0","9.4",".472","0.6","2.4","4.3",".788","12.8","2.9","3.8","0.9","0.3","1.9"
"*05qub*","Isaiah Stewart","DET","PF,F,C","152","FA","68.09","49%","-6%","23.2","7.0",".541","0.7","2.1","2.3",".760","10.0","5.1","1.2","0.3","1.6","1.1"
"*05uug*","Sam Hauser","BOS","SF,PF,F","153","FA","68.05","44%","0%","24.5","7.7",".404","2.5","6.6","0.2",".929","8.9","3.9","1.5","0.5","0.3","0.5"
"*04jwb*","Luke Kornet","SA","C","154","FA","68.04","31%","-2%","21.1","4.0",".646","0.0","0.0","1.7",".814","6.6","6.2","1.8","0.5","1.1","0.4"
"*05qty*","Jalen Smith","CHI","PF,F,C","155","FA","67.71","52%","-1%","20.9","7.7",".478","1.5","4.2","1.8",".742","10.3","6.8","1.2","0.5","0.8","1.0"
"*05uud*","Justin Champagnie","WAS","SF,PF,F","156","FA","67.57","41%","+1%","19.4","6.2",".509","0.7","2.2","1.5",".783","8.3","5.5","1.1","0.9","0.6","0.6"
"*04qsj*","Bruce Brown","DEN","PG,SG,G","157","FA","67.47","27%","-2%","24.6","6.3",".467","0.7","1.8","1.5",".766","7.7","3.8","2.1","1.0","0.3","1.1"
"*06mkl*","Isaiah Collier","UTA","PG,SG,G","158","Ewings","67.38","89%","-1%","25.7","8.7",".495","0.5","1.7","3.5",".722","11.7","2.5","7.2","1.1","0.3","2.5"
"*04qrw*","Kevin Huerter","DET","SG,G,SF,F","159","FA","67.2","36%","+1%","22.0","8.4",".447","1.4","4.7","1.1",".766","9.8","3.6","2.4","0.8","0.6","0.9"
"*031m4*","Dennis Schroder","CLE","PG,SG,G","160","PH","66.99","64%","-4%","24.9","9.4",".401","1.2","3.5","3.0",".830","11.2","2.7","4.9","0.8","0.2","1.9"
"*04qrm*","Collin Sexton","CHI","PG,SG,G","161","MCL","66.87","79%","0%","22.8","10.2",".487","1.5","3.9","3.6",".861","14.5","2.0","3.4","0.9","0.1","2.1"
"*06mlq*","Pelle Larsson","MIA","SG,G,SF,F","162","FA","66.83","47%","+2%","25.8","7.7",".491","0.9","2.7","3.1",".796","11.0","3.4","3.4","0.7","0.2","1.3"
"*042nt*","Ivica Zubac","IND","C","163","TOR","66.7","96%","0%","30.1","10.0",".598","0.0","0.0","3.0",".711","14.1","10.6","2.2","0.4","0.8","1.8"
"*06215*","Bennedict Mathurin","LAC","SG,G,SF,F","164","Pingud","66.65","97%","0%","31.2","13.4",".433","1.6","4.9","6.1",".874","18.5","5.6","2.3","0.8","0.3","2.2"
"*06mlm*","Oso Ighodaro","PHO","PF,F,C","165","FA","66.43","52%","-1%","21.8","4.4",".644","0.0","0.0","1.3",".469","6.3","4.9","2.2","1.0","0.6","1.3"
"*06mjx*","Ron Holland","DET","SF,PF,F","166","FA","66.2","38%","0%","20.3","7.0",".440","0.6","2.5","2.1",".818","8.5","4.3","1.3","1.2","0.3","1.3"
"*06mjt*","Zaccharie Risacher","ATL","SF,F","167","FA","65.89","62%","0%","23.6","8.5",".453","1.5","4.1","1.4",".620","10.1","3.9","1.2","0.9","0.5","0.9"
"*01eo9*","Jrue Holiday","POR","PG,SG,G","168","VICE","65.81","97%","0%","29.0","13.1",".456","2.4","6.5","2.0",".810","16.0","4.4","6.3","1.1","0.1","2.7"
"*06v5q*","Danny Wolf","BKN","SF,PF,F,C","169","FA","65.78","52%","+1%","20.8","7.7",".405","1.2","3.7","1.9",".771","8.9","4.9","2.2","0.5","0.6","1.3"
"*03nwk*","Kelly Oubre Jr.","PHI","SF,PF,F","170","PH","65.75","76%","-12%","32.4","11.2",".463","1.8","5.0","3.3",".759","14.7","4.9","1.7","1.3","0.5","1.4"
"*0621x*","Jaylin Williams","OKC","PF,F,C","171","FA","65.67","38%","-7%","20.2","5.6",".416","1.5","4.1","1.5",".793","7.3","5.4","2.5","0.5","0.6","1.1"
"*0558v*","Javonte Green","DET","SG,G,SF,F","172","FA","65.65","14%","-1%","17.8","5.1",".439","1.1","2.9","1.5",".824","6.8","2.7","0.7","1.3","0.3","0.6"
"*06v5y*","Dylan Harper","SA","PG,SG,G,SF,F","173","FA","65.63","79%","0%","22.3","9.3",".491","0.8","2.6","1.9",".745","11.4","3.4","3.8","0.8","0.3","1.4"
"*05wqo*","Dru Smith","MIA","PG,SG,G","174","FA","65.57","16%","-2%","16.8","4.8",".417","0.6","1.9","1.5",".832","5.8","2.6","2.7","1.5","0.3","0.8"
"*03e6n*","Jusuf Nurkic","UTA","C","175","FA","65.25","45%","-1%","26.4","8.7",".503","0.6","1.7","2.8",".549","10.9","10.4","4.8","1.3","0.5","2.5"
"*04qs1*","Anfernee Simons","CHI","PG,SG,G","176","FA","65.21","75%","-1%","24.9","11.8",".440","2.7","6.9","1.4",".896","14.3","2.5","2.4","0.5","0.1","1.2"
"*049kc*","Malik Monk","SAC","PG,SG,G","177","VICE","64.94","68%","-1%","22.0","10.4",".436","2.1","5.2","1.8",".891","12.8","1.9","2.8","0.6","0.4","1.5"
"*0626t*","Dominick Barlow","PHI","SF,PF,F,C","178","FA","64.7","34%","-1%","24.2","6.0",".539","0.3","1.3","1.9",".713","8.2","4.8","1.2","0.9","0.7","0.9"
"*05uij*","Davion Mitchell","MIA","PG,G","179","FA","64.63","71%","0%","28.4","7.5",".481","1.3","3.1","0.9",".684","9.2","2.6","6.7","1.0","0.2","1.5"
"*06v80*","Ryan Kalkbrenner","CHA","C","180","FA","64.62","60%","-1%","21.9","4.5",".747","0.0","0.1","1.8",".689","8.0","5.7","0.8","0.5","1.4","0.9"
"*051or*","Cameron Johnson","DEN","SF,PF,F","181","€$¥","64.52","80%","+6%","30.4","8.6",".469","2.0","4.5","2.2",".830","11.8","3.7","2.3","0.7","0.3","0.9"
"*051pi*","Daniel Gafford","DAL","C","182","KLU","64.49","80%","0%","21.8","5.7",".648","0.0","0.0","2.6",".729","9.2","7.0","1.0","0.7","1.2","1.2"
"*05uj9*","Herbert Jones","NO","SG,G,SF,PF,F","183","KLU","64.4","72%","0%","29.0","8.7",".383","1.4","4.7","1.2",".810","9.0","3.6","2.8","1.7","0.5","1.3"
"*0621g*","Tari Eason","HOU","SF,PF,F","184","FA","64.31","80%","-5%","26.3","9.8",".415","1.6","4.4","1.0",".735","10.5","6.3","1.6","1.3","0.5","1.5"
"*06v5w*","Nique Clifford","SAC","PG,SG,G,SF,F","185","TOR","63.91","62%","-2%","23.9","7.3",".409","1.0","2.9","1.2",".692","7.7","3.6","2.2","0.9","0.3","1.3"
"*06mly*","Quinten Post","GS","PF,F,C","186","FA","63.54","22%","-1%","17.5","6.6",".441","1.4","4.2","0.7",".791","7.8","4.0","1.4","0.4","0.5","0.8"
"*027ou*","Klay Thompson","DAL","SG,G,SF,F","187","FA","63.15","50%","0%","22.0","10.6",".396","3.0","7.7","0.7",".738","11.9","2.2","1.4","0.5","0.3","0.9"
"*06v58*","Tre Johnson","WAS","PG,SG,G","188","FA","63.14","59%","-1%","24.1","10.7",".422","2.0","5.4","1.6",".874","12.4","2.8","2.0","0.6","0.3","1.5"
"*049ki*","Marvin Bagley","DAL","PF,F,C","189","FA","62.98","37%","-4%","20.0","6.6",".614","0.3","0.6","2.4",".667","10.1","6.3","1.4","0.5","0.7","1.1"
"*0527l*","Luguentz Dort","OKC","SG,G,SF,PF,F","190","FA","62.9","33%","-1%","27.8","7.9",".374","1.8","5.6","1.0",".750","8.5","3.8","1.3","0.8","0.4","0.8"
"*05qtk*","Vit Krejci","POR","PG,SG,G,SF,F","191","FA","62.83","18%","-1%","21.7","6.7",".448","2.0","5.1","0.8",".745","8.6","2.3","1.6","0.7","0.3","0.6"
"*06v5r*","Egor Demin","BKN","PG,G","192","FA","62.77","57%","-2%","25.2","8.6",".399","2.4","6.2","1.3",".831","10.3","3.2","3.3","0.8","0.3","1.7"
"*06mlr*","Jamal Shead","TOR","PG,G","193","FA","62.74","28%","0%","21.9","6.1",".363","1.0","3.2","1.4",".760","6.5","1.9","5.1","0.9","0.2","1.3"
"*05ujt*","Aaron Wiggins","OKC","SG,G,SF,F","194","FA","62.68","35%","-1%","22.8","8.7",".429","1.5","4.3","1.2",".735","9.9","3.3","1.8","0.9","0.5","1.3"
"*062pk*","Simone Fontecchio","MIA","SF,PF,F","195","FA","62.52","15%","0%","17.3","7.0",".403","1.8","4.9","1.5",".840","8.6","3.1","1.5","0.5","0.1","0.7"
"*051op*","Rui Hachimura","LAL","PF,F","196","FA","62.48","46%","-1%","28.5","8.6",".505","1.7","3.9","0.9",".759","11.1","3.2","0.8","0.5","0.3","0.6"
"*06234*","AJ Green","MIL","PG,SG,G,SF,F","197","FA","62.12","28%","-1%","28.5","7.5",".415","2.7","6.8","0.6",".810","9.5","2.5","1.8","0.5","0.1","0.8"
"*0622i*","Gui Santos","GS","SF,PF,F","198","VICE","62.06","66%","+1%","19.2","6.1",".497","1.1","3.1","1.4",".704","8.1","3.8","2.2","0.8","0.3","1.4"
"*051on*","Coby White","CHA","PG,SG,G","199","PH","62.03","93%","-1%","26.5","12.9",".436","2.3","6.7","5.0",".813","17.6","3.5","4.5","0.6","0.1","2.7"
"*05qt4*","Aaron Nesmith","IND","SF,PF,F","200","TOR","61.6","67%","0%","29.3","11.3",".401","2.2","6.1","2.5",".838","13.4","4.2","1.9","0.6","0.5","1.3"
"*02ng3*","Khris Middleton","DAL","SF,PF,F","201","FA","61.46","45%","-2%","23.9","9.0",".427","1.1","3.1","2.3",".871","10.8","3.8","2.9","0.8","0.2","1.7"
"*05uik*","Ziaire Williams","BKN","SG,G,SF,F","202","FA","61.42","28%","-4%","22.8","7.5",".425","1.6","4.7","2.2",".868","9.9","2.4","1.0","1.2","0.4","1.0"
"*03ams*","Zach LaVine","SAC","SG,G,SF,F","203","FA","61.37","70%","0%","31.4","14.0",".479","2.5","6.5","3.6",".880","19.2","2.8","2.3","0.7","0.3","1.9"
"*06cdh*","GG Jackson","MEM","SF,PF,F","204","TOR","61.29","62%","-5%","20.8","8.8",".494","1.1","3.3","2.5",".703","11.5","4.3","1.4","0.6","0.8","1.4"
"*06v7z*","Sion James","CHA","PG,SG,G,SF,F","205","FA","61.11","20%","-1%","23.0","4.3",".380","1.0","2.7","1.3",".839","5.4","3.5","2.0","0.6","0.3","0.8"
"*000zv*","Al Horford","GS","PF,F,C","206","FA","60.85","39%","-8%","21.7","7.2",".424","1.7","4.6","0.6",".846","8.3","5.0","2.6","0.7","1.2","1.0"
"*04ewd*","Luke Kennard","LAL","PG,SG,G","207","FA","60.75","19%","-1%","20.8","5.4",".547","1.6","3.2","0.7",".917","8.1","2.2","2.0","0.7","0.1","0.7"
"*0623m*","Keon Ellis","CLE","PG,SG,G","208","FA","60.71","45%","-3%","19.7","5.1",".429","1.3","3.5","0.9",".696","6.3","1.8","0.9","1.2","0.7","0.6"
"*02nf9*","Andre Drummond","PHI","C","209","FA","60.65","39%","+2%","20.0","5.5",".474","0.5","1.5","1.4",".627","6.6","8.7","1.2","0.6","0.8","1.0"
"*06mkd*","Yves Missi","NO","PF,F,C","210","Ewings","60.41","58%","+4%","19.2","4.4",".543","0.0","0.0","1.4",".565","5.6","5.8","1.3","0.3","1.5","0.8"
"*04qsd*","Mitchell Robinson","NY","C","211","KEILA","60.22","60%","+4%","19.5","3.3",".714","0.0","0.0","1.7",".380","5.4","8.9","0.9","0.9","1.1","0.7"
"*04ex6*","Isaiah Hartenstein","OKC","C","212","PH","60.12","94%","0%","25.0","6.6",".623","0.0","0.2","2.5",".594","9.7","9.5","3.8","1.0","0.8","1.8"
"*05uii*","Franz Wagner","ORL","SF,PF,F","213","TOR","60.04","93%","-2%","31.8","15.3",".479","1.5","4.1","6.2",".828","21.3","5.8","3.6","1.1","0.3","1.7"
"*051ol*","Darius Garland","LAC","PG,G","214","GRÊ","59.94","97%","0%","30.0","14.9",".462","2.7","6.7","2.8",".857","18.9","2.4","6.9","0.9","0.1","2.9"
"*05qtb*","Sam Merrill","CLE","SG,G,SF,F","215","FA","59.9","36%","-1%","26.2","9.2",".471","3.2","7.2","1.2",".852","12.8","2.6","2.3","0.6","0.2","0.8"
"*05qsk*","Isaac Okoro","CHI","SG,G,SF,F","216","FA","59.83","17%","-1%","26.9","7.2",".449","1.1","3.5","1.8",".796","9.0","2.7","1.6","0.7","0.4","0.7"
"*051ok*","De'Andre Hunter","SAC","SF,PF,F","217","FA","59.81","54%","-1%","26.1","11.1",".415","1.7","5.5","3.2",".867","13.7","4.1","2.0","0.7","0.1","1.7"
"*04qsm*","De'Anthony Melton","GS","PG,SG,G","218","FA","59.78","53%","+1%","22.8","11.4",".420","1.5","5.2","2.6",".830","13.3","3.0","2.4","1.5","0.4","1.7"
"*05ujq*","Luka Garza","BOS","C","219","FA","59.74","19%","+3%","15.9","4.8",".569","0.8","1.8","1.7",".762","7.6","4.0","0.9","0.4","0.4","0.7"
"*04qs4*","Robert Williams","POR","C","220","GRÊ","59.51","44%","+2%","17.0","4.3",".720","0.1","0.4","0.9",".628","6.8","7.0","1.0","0.6","1.5","0.9"
"*05uul*","Jose Alvarado","NY","PG,G","221","FA","59.39","24%","+2%","20.2","6.5",".411","1.5","4.3","0.6",".789","7.3","2.5","3.4","1.0","0.1","1.0"
"*06mmf*","Daniss Jenkins","DET","PG,G","222","KLU","59.31","53%","+33%","18.0","7.0",".400","0.9","2.5","1.9",".793","8.0","2.0","3.2","0.9","0.2","1.3"
"*05qst*","Paul Reed","DET","C","223","FA","58.79","22%","+2%","13.3","4.9",".598","0.2","0.6","1.6",".631","7.1","4.4","1.1","0.8","0.9","0.9"
"*06v59*","Will Riley","WAS","SF,PF,F","224","FA","58.62","46%","+3%","20.4","7.2",".434","1.0","3.0","2.1",".784","8.9","2.6","1.7","0.6","0.1","1.2"
"*06v5a*","Collin Murray-Boyles","TOR","PF,F,C","225","FA","58.56","51%","-1%","22.3","5.8",".557","0.4","1.0","1.5",".653","7.8","5.0","2.0","0.9","0.9","1.1"
"*05uj0*","Bones Hyland","MIN","PG,G","226","FA","58.54","31%","+18%","15.5","6.1",".467","1.5","3.8","1.1",".779","8.0","1.6","2.5","0.6","0.2","0.9"
"*0529c*","Dean Wade","CLE","PF,F","227","FA","58.38","13%","-3%","22.5","4.8",".435","1.2","3.4","0.7",".711","5.9","4.3","1.5","0.8","0.4","0.3"
"*048zt*","Derrick Jones","LAC","SF,PF,F","228","GRÊ","58.22","49%","-3%","27.6","8.1",".513","1.3","3.4","2.2",".762","11.2","3.2","1.5","1.0","1.1","0.8"
"*06mkk*","Ryan Dunn","PHO","SF,PF,F","229","FA","57.77","32%","+1%","19.6","5.3",".447","0.8","2.5","0.6",".500","5.9","4.2","1.4","0.9","0.4","0.8"
"*03al0*","Aaron Gordon","DEN","PF,F,C","230","PH","57.74","94%","0%","27.5","11.3",".500","1.8","4.4","4.6",".781","16.6","5.9","2.5","0.6","0.3","1.0"
"*06ccz*","Mouhamed Gueye","ATL","PF,F","231","FA","57.73","14%","0%","15.5","3.9",".461","0.5","1.7","0.9",".639","4.6","3.6","0.9","0.8","0.5","0.5"
"*051oo*","Jaxson Hayes","LAL","C","232","FA","57.7","15%","-1%","17.6","3.7",".739","0.0","0.0","1.9",".646","6.7","4.0","0.9","0.4","0.7","0.4"
"*051ps*","Terance Mann","BKN","PG,SG,G,SF,F","233","FA","57.69","19%","-2%","24.4","5.9",".457","0.9","2.4","1.3",".782","7.3","3.2","3.1","0.6","0.2","1.1"
"*06mkb*","Ja'Kobe Walter","TOR","PG,SG,G","234","FA","57.55","20%","+1%","19.1","5.2",".433","1.3","3.4","1.2",".836","6.8","2.4","1.1","1.0","0.2","0.5"
"*01uyj*","Paul George","PHI","SF,PF,F","235","FA","57.43","78%","+3%","30.5","13.1",".424","2.4","6.4","2.8",".855","16.0","5.1","3.7","1.5","0.5","1.6"
"*06v8p*","Will Richard","GS","PG,SG,G","236","FA","57.31","23%","0%","20.5","5.3",".471","1.0","3.2","0.9",".852","6.8","2.6","1.4","1.2","0.1","0.9"
"*027oo*","Jonas Valanciunas","DEN","C","237","FA","57.14","29%","-1%","13.3","5.8",".573","0.1","0.3","2.0",".769","8.3","4.9","1.2","0.2","0.5","1.1"
"*06v56*","Walter Clayton","MEM","PG,SG,G","238","FA","57.01","43%","-5%","19.7","6.3",".380","0.9","3.3","1.6",".916","7.2","2.0","3.8","0.7","0.3","1.5"
"*051oy*","Goga Bitadze","ORL","C","239","FA","56.95","24%","0%","15.0","3.4",".693","0.0","0.2","1.4",".690","5.7","4.8","1.2","0.6","1.0","0.5"
"*06mln*","Adem Bona","PHI","C","240","FA","56.85","36%","-6%","17.6","3.2",".585","0.0","0.1","1.6",".704","4.9","4.5","0.4","0.4","1.2","0.8"
"*05uiw*","Isaiah Jackson","LAC","C","241","FA","56.64","47%","-2%","16.4","4.3",".619","0.0","0.1","2.0",".660","6.7","5.3","0.9","0.7","0.9","1.1"
"*06ccw*","Jordan Miller","LAC","SF,F","242","FA","56.33","25%","-1%","21.7","6.5",".523","0.6","1.8","3.0",".780","9.8","3.1","2.1","0.7","0.2","1.0"
"*03el5*","Kristaps Porzingis","GS","PF,F,C","243","Ewings","55.92","95%","+2%","23.1","12.0",".446","1.7","5.0","4.8",".828","16.5","4.8","2.6","0.6","1.5","1.0"
"*05qsl*","Patrick Williams","CHI","SF,PF,F","244","FA","55.9","16%","0%","19.7","6.4",".381","1.4","3.6","0.9",".727","6.9","2.9","1.4","0.6","0.3","1.0"
"*06cc0*","Taylor Hendricks","MEM","SF,PF,F,C","245","€$¥","55.78","60%","+10%","18.4","5.8",".472","1.0","2.9","1.3",".667","7.3","3.6","1.0","0.8","0.5","0.8"
"*043cj*","Gary Payton II","GS","PG,SG,G","246","Ewings","55.44","35%","+14%","14.8","5.5",".552","0.6","1.8","0.5",".621","6.9","3.5","1.7","0.9","0.3","0.9"
"*06cel*","Sidy Cissoko","POR","SF,F","247","FA","55.16","12%","0%","20.4","4.9",".404","0.9","2.9","1.3",".659","5.7","2.3","1.5","0.8","0.4","1.0"
"*031lv*","Kentavious Caldwell-Pope","MEM","SG,G,SF,F","248","FA","55.12","20%","0%","21.3","7.2",".410","1.1","3.4","1.6",".912","8.4","2.5","2.7","0.8","0.2","1.2"
"*06cp4*","Craig Porter","CLE","PG,G","249","FA","54.82","13%","-1%","17.6","4.0",".444","0.5","1.4","0.6",".556","4.4","3.3","3.2","0.9","0.6","0.9"
"*06nv9*","Spencer Jones","DEN","SF,PF,F","250","FA","54.81","13%","+1%","22.6","4.3",".506","0.9","2.4","0.8",".617","5.7","3.2","0.8","0.8","0.5","0.5"
"*0622f*","Karlo Matkovic","NO","PF,F,C","251","FA","54.66","19%","0%","14.5","3.7",".610","0.6","1.4","0.7",".769","5.6","3.7","0.8","0.4","0.9","0.5"
"*06caa*","Ben Sheppard","IND","SG,G,SF,F","252","FA","54.5","15%","0%","21.5","6.0",".429","1.3","3.6","0.8",".750","7.0","3.1","1.8","0.6","0.1","0.6"
"*03wr4*","T.J. McConnell","IND","PG,G","253","FA","54.07","48%","+1%","17.2","8.2",".520","0.3","0.9","0.5",".852","9.2","2.3","5.1","1.0","0.2","1.2"
"*042nf*","Caris LeVert","DET","SG,G,SF,F","254","FA","54.02","30%","+2%","19.5","6.5",".412","1.1","3.1","1.4",".662","7.4","1.9","2.7","0.9","0.6","1.4"
"*0621b*","Jalen Williams","OKC","SG,G,SF,PF,F","255","Pingud","53.95","98%","-1%","29.1","14.0",".479","0.8","2.5","3.9",".833","17.5","4.7","5.4","1.3","0.3","1.9"
"*02nf1*","Anthony Davis","WAS","PF,F,C","256","FA","53.93","80%","-1%","31.3","16.7",".506","0.5","1.9","4.0",".728","20.4","11.1","2.8","1.1","1.6","2.0"
"*06mk2*","Cody Williams","UTA","SG,G","257","TOR","53.82","49%","+6%","22.4","6.3",".479","0.4","1.8","1.4",".692","7.4","2.8","1.6","0.7","0.4","0.9"
"*051p8*","Jordan Poole","NO","PG,SG,G","258","FA","53.76","67%","-1%","24.1","11.3",".370","2.4","7.3","2.9",".871","13.3","2.0","3.0","0.6","0.4","1.7"
"*03byk*","Jordan Clarkson","NY","SG,G,SF,F","259","FA","53.66","25%","+1%","18.1","7.5",".447","1.1","3.4","1.4",".812","9.0","1.7","1.3","0.4","0.1","1.0"
"*05uja*","Miles McBride","NY","PG,SG,G","260","FA","53.64","28%","0%","28.0","10.3",".434","2.9","6.9","1.2",".814","12.9","2.6","2.8","0.9","0.2","0.8"
"*042n6*","Jakob Poeltl","TOR","C","261","VICE","53.64","92%","+1%","25.6","6.5",".695","0.0","0.0","2.2",".645","10.4","7.6","2.1","0.8","0.7","1.3"
"*0621k*","Christian Braun","DEN","SG,G,SF,F","262","JOH","53.51","87%","+1%","32.0","8.6",".511","0.9","3.1","2.5",".778","11.7","4.9","2.9","0.7","0.3","1.1"
"*06mk8*","Jared McCain","OKC","SG,G","263","FA","53.51","47%","0%","17.6","7.3",".421","1.6","3.9","1.0",".870","8.5","2.1","1.4","0.6","0.1","0.8"
"*051ot*","Tyler Herro","MIA","PG,SG,G","264","JOH","53.51","98%","0%","31.1","16.3",".485","2.5","6.5","3.5",".929","21.5","5.0","3.9","0.8","0.3","2.0"
"*06vy3*","Caleb Love","POR","PG,SG,G","265","FA","53.12","23%","-1%","22.2","10.8",".390","2.1","6.4","1.1",".735","11.3","2.5","2.7","0.6","0.1","1.4"
"*04qs3*","Landry Shamet","NY","SG,G","266","FA","53.07","14%","-1%","23.0","7.3",".439","2.1","5.3","1.6",".726","9.6","1.8","1.5","0.6","0.2","0.6"
"*03e6s*","Clint Capela","HOU","C","267","FA","53.02","18%","0%","12.5","3.1",".513","0.0","0.0","1.1",".597","3.8","4.6","0.7","0.5","0.8","0.6"
"*06cd1*","Jordan Walsh","BOS","PF,F","268","FA","52.87","15%","-1%","17.2","3.8",".525","0.7","1.7","0.8",".750","5.3","4.1","0.7","0.7","0.4","0.6"
"*0496e*","Alex Caruso","OKC","PG,SG,G,SF,F","269","FA","52.85","35%","0%","18.5","5.6",".423","1.0","3.3","0.9",".795","6.4","2.8","2.0","1.4","0.4","0.9"
"*06ccu*","Tristan Vukcevic","WAS","C","270","FA","52.61","30%","+1%","13.6","6.4",".478","1.0","2.9","2.2",".768","8.7","3.0","1.1","0.4","0.7","1.3"
"*05uip*","Corey Kispert","ATL","SG,G,SF,PF,F","271","FA","52.5","17%","-1%","19.4","7.0",".466","1.4","4.1","1.7",".831","9.3","2.4","1.7","0.3","0.1","0.8"
"*04qrx*","Josh Okogie","HOU","SG,G,SF,F","272","FA","52.4","10%","0%","18.2","4.0",".434","0.9","2.2","0.9",".574","4.8","2.6","0.8","0.9","0.2","0.6"
"*06cc9*","Olivier-Maxence Prosper","MEM","PF,F","273","FA","52.17","33%","-3%","18.1","6.0",".527","1.0","2.6","2.0",".761","8.9","3.4","1.0","0.7","0.3","0.9"
"*05uj1*","Cameron Thomas","MIL","SG,G,SF,F","274","FA","51.18","75%","-3%","21.0","11.0",".410","1.2","4.0","4.0",".811","13.5","1.7","2.6","0.2","0.1","1.8"
"*06cc2*","Gradey Dick","TOR","SG,G,SF,F","275","FA","51.18","30%","0%","15.0","5.2",".419","0.8","2.7","1.3",".880","6.3","2.1","0.7","0.6","0.1","0.6"
"*0621q*","Nikola Jovic","MIA","PF,F,C","276","FA","51","38%","0%","17.3","6.7",".367","1.0","3.5","2.2",".683","7.4","3.3","2.2","0.6","0.4","1.4"
"*06mkm*","Baylor Scheierman","BOS","SG,G,SF,F","277","FA","50.98","19%","0%","17.7","3.9",".453","1.1","2.8","0.3",".889","4.8","3.5","1.4","0.6","0.1","0.5"
"*0633h*","Pat Spencer","GS","PG,G","278","FA","50.9","16%","-1%","17.7","6.3",".429","0.9","2.3","0.9",".792","6.9","2.2","3.4","0.7","0.1","1.2"
"*06prl*","Nae'Qwan Tomlin","CLE","PF,F","279","FA","50.63","10%","0%","15.5","4.9",".467","0.4","1.8","1.0",".741","5.7","2.7","0.8","0.7","0.5","0.4"
"*04qsn*","Svi Mykhailiuk","UTA","SF,F","280","FA","50.32","12%","-2%","23.4","7.1",".478","1.9","4.6","0.6",".893","9.1","2.5","1.9","0.5","0.1","0.8"
"*06v5p*","Nolan Traore","BKN","PG,SG,G","281","FA","50.22","39%","-3%","22.2","8.1",".382","1.0","3.0","1.6",".782","8.5","1.6","3.7","0.7","0.4","2.2"
"*0622a*","Vince Williams","(N/A)","PG,SG,G,SF,F","282","FA","50","16%","-1%","20.5","7.3",".353","1.4","4.4","1.3",".780","7.5","3.9","4.2","0.7","0.4","1.8"
"*04qse*","Gary Trent","MIL","SG,G,SF,F","283","FA","49.91","28%","0%","20.9","6.8",".376","1.8","5.0","0.8",".778","7.5","1.0","1.2","0.5","0.1","0.5"
"*05wqp*","Micah Potter","IND","PF,F,C","284","FA","49.86","24%","-10%","18.7","5.8",".500","1.4","3.4","2.0",".889","9.0","4.4","1.4","0.5","0.4","0.9"
"*06v8g*","Kobe Sanders","LAC","PG,SG,G,SF,F","285","FA","49.68","16%","-1%","20.5","5.6",".448","1.1","2.8","0.9",".811","6.9","2.4","1.7","0.7","0.1","1.3"
"*06213*","Keegan Murray","SAC","SF,PF,F","286","FA","49.54","83%","-3%","34.5","13.0",".420","1.3","4.9","2.1",".776","14.0","5.7","1.7","1.0","1.6","1.2"
"*04qsi*","Jarred Vanderbilt","LAL","PF,F","287","FA","49.47","13%","0%","17.8","3.7",".461","0.5","1.6","0.9",".638","4.5","4.6","1.2","0.8","0.3","0.9"
"*04ex5*","Thomas Bryant","CLE","C","288","FA","49.45","9%","0%","11.4","4.2",".493","0.8","2.2","1.2",".810","5.9","3.1","0.6","0.3","0.5","0.4"
"*005l0*","Nicolas Batum","LAC","PF,F","289","FA","49.28","7%","0%","18.3","3.3",".402","1.3","3.2","0.2",".818","4.0","2.6","0.9","0.7","0.3","0.5"
